Ranbir Kapoor,1
Priyanka Chopra,2
Akshay Kumar,3
Vidya Balan,4
Salman Khan,5
Govinda,6
Katrina Kaif,7
Lara Dutta,8
Shah Rukh Khan,9
Deepika Padukone,10
Emraan Hashmi,11
Amitabh Bachchan,12
Irfan Khan,13
Aamir Khan,14
Ranveer Singh,15
Shahid Kapoor,16
Shraddha Kapoor,17
Alia Bhatt,18
Aditya Roy Kapoor,19
Shruti Hassan,20
Nargis Fakhri,21
Ileana,22
Arjun Kapoor,23
Nimrat Kaur,24
Tusshar Kapoor,25
Sonakshi Sinha,26
Abhishek Bachchan,27
Kareena Kapoor,28
Asin,29
Ajay Devgn,30
