100,7.12
101,1.94
102,5.33
103,3.56
104,3.82
105,5.32
106,3.48
107,5.24
108,6.14
109,7.03
110,3.75
111,3.74
112,5.25
113,3.78
114,3.68
115,5.25
116,4.32
117,3.44
118,3.45
119,3.65
120,2.72
121,3.17
122,5.12
123,3.12
124,5.87
125,5.31
126,5.53
127,5.49
128,5.92
129,5.9
130,3.34
131,5.17
132,5.34
133,6.98
134,5.15
135,5.8
136,4.52
137,5.11
138,5.53
139,3.35
140,4.43
141,3.13
144,3.42
145,4.05
146,7.68
147,6.04
148,3.79
149,4.78
150,4.24
151,3.44
152,3.68
153,3.8
154,4.18
155,5.24
156,5.8
157,4.38
158,7.61
159,5.2
160,3.54
161,7.73
162,5.27
163,3.66
164,5.21
165,4.11
166,3.35
167,3.79
168,2.78
169,5.17
170,4.24
171,6.03
172,5.18
173,3.34
174,3.29
175,3.72
176,3.58
177,5.27
178,2.52
179,4.98
180,7.05
181,5.26
182,3.77
183,5.83
184,8.21
185,8.11
186,4.43
187,3.63
188,2.63
189,7.62
190,5.69
191,3.19
192,3.37
193,5.06
194,3.68
195,6.15
196,5.18
197,5.19
198,5.89
199,5.04
200,6.68
201,7.52
202,6.02
203,5.04
204,3.54
205,6.74
206,9.91
207,5.22
208,4.25
209,9.08
210,3.44
211,3.81
212,6.61
213,6.65
214,8.46
215,5.23
216,5.19
217,3.38
218,5.1
219,5.81
220,3.4
221,5.13
222,4.27
223,5.41
224,5.88
225,5.08
226,5.19
227,7.04
228,5.92
229,5.5
230,5.81
231,5.24
232,5.25
233,2.55
234,2.43
236,5.7
237,4.45
238,5.27
239,1.06
240,9.0
241,4.45
242,5.16
243,3.7
244,7.49
245,5.23
246,3.49
247,5.22
248,3.61
249,5.23
250,4.1
251,5.33
252,4.65
253,7.13
500,2.71
502,2.48
503,5.76
504,8.48
505,3.67
506,5.08
507,5.84
508,5.17
509,3.42
510,5.59
511,7.59
512,5.67
513,3.61
514,3.75
515,3.62
516,6.49
517,7.9
518,5.37
519,4.32
520,5.72
521,6.96
522,5.72
523,0.92
524,2.66
525,3.72
526,3.42
527,6.87
528,3.51
529,3.7
530,3.19
531,5.1
532,1.13
533,3.83
534,4.38
535,5.63
536,7.99
537,7.72
538,3.83
539,5.63
540,3.8
541,3.31
542,4.39
543,4.98
544,9.02
545,2.49
546,5.46
547,3.64
548,4.15
549,4.83
550,5.3
551,5.3
552,2.68
553,2.65
554,3.54
555,5.23
556,5.28
557,3.78
558,3.5
559,3.47
560,5.26
561,6.64
562,1.33
564,1.31
565,5.52
566,3.69
567,6.99
568,3.6
569,3.96
570,4.24
571,3.05
572,2.71
573,3.68
575,5.15
576,8.03
577,4.04
579,2.55
580,3.62
581,6.51
582,4.0
583,3.59
585,5.35
586,5.11
587,4.47
588,5.09
589,5.1
590,1.58
591,6.48
592,5.04
593,4.77
594,3.51
595,5.08
596,3.49
597,3.29
598,2.67
599,1.83
600,5.64
601,5.31
602,9.23
603,5.23
604,3.52
605,3.45
606,4.04
607,5.56
608,3.75
609,7.03
610,7.01
611,4.29
612,3.42
613,5.19
614,3.72
615,4.08
616,4.24
617,5.44
618,4.34
619,3.61
620,3.55
621,5.38
622,4.45
623,5.03
624,3.62
625,9.02
626,8.99
627,4.28
628,6.9
629,4.15
630,2.58
631,4.35
632,5.03
633,2.65
634,2.59
635,4.43
636,1.12
637,5.57
638,6.81
639,6.84
640,5.35
641,3.87
642,3.85
643,3.52
644,5.32
646,7.08
647,1.38
648,6.01
649,1.42
650,7.05
651,3.75
652,7.36
653,3.73
654,5.53
655,10.53
656,5.12
657,3.68
658,9.42
659,5.49
660,5.16
662,4.05
663,5.35
664,3.58
665,3.26
666,5.3
667,5.82
668,4.86
669,0.88
670,3.44
671,2.54
672,5.03
673,7.11
674,3.82
675,4.84
676,3.7
677,3.89
678,4.68
679,4.73
680,3.74
681,5.25
682,7.87
683,4.85
684,3.83
685,3.56
686,4.96
687,4.0
688,5.13
689,1.33
690,4.88
700,6.03
701,3.53
702,6.0
703,5.21
704,7.01
705,6.89
706,3.76
707,5.92
708,1.35
709,5.14
710,5.3
711,3.8
712,7.8
713,2.87
714,5.27
715,5.34
716,3.49
717,5.59
718,3.81
719,7.06
720,5.25
721,5.91
722,5.86
723,4.91
724,0.93
725,1.41
726,4.16
727,4.04
728,3.65
729,5.2
730,4.14
731,3.56
732,4.31
733,2.51
734,7.3
735,5.0
738,4.86
739,3.64
740,6.77
741,2.74
742,3.52
743,5.74
744,4.81
745,1.55
746,2.77
747,3.25
748,6.77
749,4.98
